geo,zl,up,un,mz,rmo,hh_sno,sex,sex2,sex3,edu,edu1,edu2,edu3,edu4,edu5,edu6,edu7,edu8,edu9,edu10,edu12,edu15,edu18,occ,occ2,occ3,occ4,occ5,hh_f,hh_f2,hh_a,hh_a2,c01m,c01f,c01h,c02m,c02f,c02h,c03m,c03f,c03h,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,sf,mf,lf,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28h,c28f,c29h,c29f,c30h,c30f,c31h,c31f,c32h,c32f,c33h,c33f,c34h,c34f,c35h,c35f,c36h,c36f,c37h,c37f,c38h,c38f,c39,c40,c41a,c41b,c42a,c42b,c43a,c43b,c44a,c44b,c45a,c45b,c45c,c46a,c46b,c47a,c47b,c48,c49,t101,t102,t103,t104,t105,t112,t113,t114,t121,t122,t123,t124,t125,t127,t128,t129,t130,t131,t132,t134,t135,t157,t158,t159,t160,t161,t167,t169,t175,t176,t177,t179,t182,t185,t106,t107,t108,t109,t110,t111,t115,t116,t117,t118,t119,t120,t126,t133,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t162,t163,t164,t165,t166,t168,t170,t171,t172,t173,t174,t178,t180,t181,t183,t184,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,p501a,p501b,p502a,p502b,p503a,p503b,p504a,p504b,p505a,p505b,p506a,p506b,p507a,p507b,p508a,p508b,p510a,p510b,p511a,p511b,p512a,p512b,p521a,p521b,p522a,p522b,p523a,p523b,p524a,p524b,p538a,p538b,p539a,p539b,p546a,p546b,p548a,p548b,p549a,p549b,p550a,p550b,p551a,p551b,p572a,p572b,pnl509,pnn509,pnl513,pnn513,pnl514,pnn514,pnl515,pnn515,pnl516,pnn516,pnl517,pnn517,pnl518,pnn518,pnl519,pnn519,pnl520,pnn520,pnl525,pnn525,pnl526,pnn526,pnl527,pnn527,pnl528,pnn528,pnl529,pnn529,pnl530,pnn530,pnl531,pnn531,pnl532,pnn532,pnl533,pnn533,pnl534,pnn534,pnl535,pnn535,pnl536,pnn536,pnl537,pnn537,pnl540,pnn540,pnl541,pnn541,pnl542,pnn542,pnl543,pnn543,pnl544,pnn544,pnl545,pnn545,pnl547,pnn547,pnl552,pnn552,pnl553,pnn553,pnl554,pnn554,pnl555,pnn555,pnl556,pnn556,pnl557,pnn557,pnl559,pnn559,pnl560,pnn560,pnl561,pnn561,pnl562,pnn562,pnl563,pnn563,pnl564,pnn564,pnl565,pnn565,pnl566,pnn566,pnl567,pnn567,pnl568,pnn568,pnl569,pnn569,pnl570,pnn570,pnl571,pnn571,pnl573,pnn573,pnl574,pnn574,pnl575,pnn575,pnl577,pnn577,pnl579,pnn579,pnl580,pnn580,pnl581,pnn581,pnl582,pnn582,pnl584,pnn584,pnl585,pnn585
85.58.483.274,85,58,483,274,1,100,97,3,0,13,14,8,5,1,22,1,1,5,5,8,8,6,3,44,1,8,15,32,2,98,38,62,230,228,0,0,0,0,74,32,0,119.22,31.45,40.52,128.29,8.91,13.47,0.42,0.55,23.35,97.17,5.64,2.13,0,0,104.94,0.07,59.14,45.73,82.06,0,2.14,0.85,2.65,0,0,0,0,428,0,210,0,146,0,0,0,0,0,191,0,4,0,104,0,2,0,0,0,0,11,3,0,17,0,3,0,0,0,59,0,3,0,0,19,4,0,0,26,12,0.5,90.41,88.58,0.5,2.16,0,0,0,7.82,1.2,0,2.13,0.2,4.91,0,3.85,0.68,0.01,0.22,0,0,7.43,0.6,0.48,0.55,3.44,0.05,0,0.65,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,1.44,790,0,13,0,52,0,55,0,24,0,62,0,22,0,14,0,3,0,0,0,1,0,10,0,2,0,235,0,13,0,0,0.66,624,1.74,0,0,0,0,0,0.2,147,0,26,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.315,85,58,483,315,1,300,278,22,0,134,3,3,7,3,30,5,4,28,5,32,28,14,4,105,2,37,94,62,0,300,93,207,542,523,0,0,0,0,96,2,0,247.58,44.39,41.97,245.16,27.75,0.13,2.87,1.85,32.6,204.3,6.64,1.59,0,0.03,212.56,0.24,108.41,101.41,166.52,0,1.91,0,0,0,0,0,0,1098,0,359,0,25,0,0,0,0,0,454,0,0,0,211,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8.37,201.76,201.3,0,5.24,0,0,0,2.71,0.19,0,0,0,0.29,0.5,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.65,1187,0,30,0.29,509,0.02,85,0.06,80,0.01,83,0,16,0,1,0,2,0,6,0,3,0,10,0,2,0.02,93,0.01,34,0,0,3.24,6916,0.1,0,0,0,0,2,0,25,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.319,85,58,483,319,1,374,346,28,0,91,12,27,14,29,46,9,19,31,18,25,30,12,11,65,13,43,140,113,4,370,27,347,695,702,0,2,0,0,56,6,0,269.64,165.24,20.47,124.87,19.89,0.85,1.53,2.13,24.4,94.99,3.11,0.86,0,1.51,100.47,0.51,87.59,7.37,85.5,4,0.86,0.4,0.47,0,0,0,0,815,1400,124,0,96,0,0,0,0,200,252,0,16,0,180,0,8,0,0,0,0,0,5,6,1,0,1,1,1,0,0,0,1,1,0,4,2,0,0,3,4,9.03,77.15,51.17,2.25,21.16,0,0,0,31.29,1.6,0.5,0,0.4,5.28,1.5,1.12,3.79,0.05,2.15,0.25,0.25,0.13,0.63,0.53,0.6,0.71,0,0,0.37,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0.32,1108,0,35,0.11,285,0.04,133,0,103,0,51,0,43,0,4,0,6,0,3,0,9,0,8,0,5,0,1002,0,20,0,0,0.23,441,1.01,0,0,0,0,0,0.05,110,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.346,85,58,483,346,1,431,418,14,0,10,8,47,51,74,85,27,21,32,15,21,32,8,1,117,1,18,50,244,12,418,59,371,712,689,0,3,1,0,132,5,0,183.92,44,26.6,166.52,27.87,1.93,3.57,3.55,36.92,123.18,3.67,1.74,0.16,0.85,129.6,0.11,100.63,26.36,95.66,0,3.74,0,0,0.15,0,0,0,912,1500,262,0,102,0,0,0,0,0,374,0,9,0,371,0,2,0,2,0,1,0,1,0,2,0,0,3,0,0,2,0,0,0,0,1,0,0,0,0,8,22.63,63.85,28.4,0,23.01,0,0,0.5,49.6,8.25,0.75,8.9,0.5,6.6,3,4.7,0.7,0.05,0.6,0,0,0.4,0.4,1.82,1.17,0.15,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,821,0,12,0,273,0,338,0,48,0,27,0,350,0,1,0,0,0,3,0,8,0,5,0,2,0,9,0,10,0,0,0,202,0.02,0,0,0,0,40,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.384,85,58,483,384,1,88,88,0,0,4,0,9,6,0,28,0,0,32,0,8,0,0,1,49,0,0,0,39,0,88,0,88,192,162,0,0,0,0,66,6,0,39.17,0.35,2.15,40.97,7.77,0,0.9,0,8.67,32.02,0.28,0,0,0,32.3,0,32.3,0,28.36,0,0,0,0,0,0,0,0,283,0,82,0,0,0,0,0,15,0,166,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74,11.92,0,0.77,0,0,0,1.75,1.42,0.1,0.3,0,4.19,0.1,0,0.3,0.5,0,0.2,0,0,0,0.27,0,5.28,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,120,0,1,0,60,0,15,0,10,0,8,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,2,0,10,0,0,0,39,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.386,85,58,483,386,1,337,328,10,0,183,3,11,25,16,30,8,17,13,5,16,11,0,0,246,1,9,28,53,0,337,213,124,662,582,0,2,0,0,298,18,0,167.7,18.63,112.41,261.48,24.97,0.01,4.61,1.17,30.76,221.18,5.98,3.56,0,0,230.72,0.08,181.78,46.36,159.09,0,3.65,0.16,0,0,0,0,0,1525,0,970,0,155,0,0,0,9,0,672,0,7,0,323,0,4,0,0,0,0,0,2,19,2,0,22,2,1,0,0,0,0,1,0,0,0,0,0,0,6,0,187.54,190.15,1.15,4.96,0,0,0,34.43,2.37,0.67,1.6,0.13,2.39,0,1.05,3.23,0.63,0,0.1,0.1,0.78,0.12,0.16,0.03,25.95,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.51,3.47,2120,0,37,0.21,715,0,179,0.01,834,0,73,0.18,58,0,7,0,1,0,2,0,1,0,1,0,0,0.12,72,0,21,0,0,0.46,883,1.87,0,0,3,0,0,0.03,78,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.390,85,58,483,390,1,182,166,16,0,86,1,13,10,3,38,8,6,7,4,4,2,0,0,41,0,7,51,83,1,181,23,159,381,354,0,3,1,0,19,3,0,68.27,11.6,3.69,60.36,9.7,0.04,1.81,0,11.55,47.73,0.93,0.15,0,0,48.81,0.1,41.88,6.83,45.98,0,0.15,0,0,0,0,0,0,681,0,117,0,32,0,0,0,11,0,207,0,25,0,161,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,10.15,0,0,18.91,0,0,0,7.64,5.25,1.55,0.4,3.9,2.66,0,0.25,0.3,0.13,0.36,0,0,0,0.4,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,688,0,79,0.13,95,0.13,65,0,65,0.02,42,0,52,0,23,0,0,0,4,0,7,0,10,0,0,0,10,0,301,0,0,0.33,226,0.19,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.434,85,58,483,434,1,160,153,7,0,37,1,23,9,6,31,3,6,20,5,11,6,2,0,159,0,1,0,0,1,159,66,94,315,315,0,5,0,0,154,0,0,80.7,0.2,18.11,98.61,16.4,0.02,2.33,0,18.75,76.62,0.41,2.81,0,0.02,79.86,0,69.77,7.59,75.95,0,2.93,0,0,0.25,0,0,0,775,1000,268,0,135,0,0,0,0,200,308,0,6,0,140,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,61.77,59.47,0.1,6.36,0,0,0,12.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,877,0,28,0,162,0,103,0,96,0,89,0,59,0,24,0,13,0,6,0,8,0,8,0,9,0,111,0,58,0,0,0.32,2180,0,0,0,0,0,1,0,138,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.456,85,58,483,456,1,226,217,9,0,21,6,27,21,6,39,2,8,23,9,15,25,0,24,135,1,21,16,53,2,224,75,151,458,410,0,1,0,0,117,0,0,215.27,48.43,60.52,227.36,19.92,0.54,2.57,0,23.03,179.28,15.16,9.84,0,0.05,204.33,0.16,155.37,48.8,167.9,0,9.98,0.6,1,0,0,0,0,880,0,459,0,72,0,0,0,0,0,506,0,0,0,88,0,0,0,0,0,0,0,1,0,11,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,160.43,171.88,0.35,11.59,0,0,0,8.22,0.1,0,0.15,0,2.01,0.2,0.45,0.21,0.54,0.36,0,0,0.17,0.24,0.02,0.02,1.82,0,0,0.82,0.02,0,0,7.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.63,1.16,2180,0.06,79,0.02,921,0.4,1088,0.2,863,0,234,0,6,0,4,0,6,0,5,0,2,0,7,0,85,0,28,0,40,0,0,7.69,5641,4.88,0,0,23,0,22,0.53,1213,0,13,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.458,85,58,483,458,1,306,291,16,0,176,5,14,15,6,38,3,10,17,10,6,3,5,0,119,3,19,44,121,2,304,81,225,575,584,0,0,0,0,134,5,0,80.37,13.12,45.3,112.55,17.58,0,5.32,0.32,23.22,81.44,5.96,1.63,0,0.3,89.33,0.3,86.51,2.52,79.13,0,1.63,1.15,0,0,0,0,0,1052,0,137,0,24,0,0,0,0,0,393,0,7,0,311,0,5,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,71,0,57.65,9.94,0,36.86,0,0,0,25.77,3.15,0.75,3.59,1.7,9.71,0,1.43,3.39,0.35,0,0,0,0,0.1,0.25,0.02,0.47,0,0,0.2,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.94,0.44,748,0,43,0.13,328,0.16,263,0,96,0,49,0,21,0,912,0,5,0,1,0,2,0,15,0,5,0,29,0,85,0.02,0,0.68,1238,4.08,0,0,0,0,9,0.03,60,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.537,85,58,483,537,1,369,334,36,0,87,6,37,42,32,33,22,15,27,11,27,19,8,4,216,6,24,30,93,0,369,154,215,650,635,0,1,0,0,183,34,0,202.89,44.57,47.7,206.02,35.25,0.33,3.15,1.22,39.95,155,7.21,3.86,0,0,166.07,0.08,106.9,49.09,127.89,0,4.62,0,0,0,0,0,0,2216,1300,85,0,203,0,0,0,0,0,687,0,4,0,448,0,0,60,1,0,1,0,1,4,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,64.01,35.43,0,10.18,0.4,0,0,39.85,1.8,0,3.95,0,13.85,1.31,0,7.49,0.75,0.2,0,0,1.82,0.5,0.15,0.7,32.25,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,2.7,2653,0,22,0.08,856,0,212,0.2,328,0,163,0,88,0,16,0,10,0,1,0,20,0,7,0,2,0.1,1010,0,102,0,0,1.14,5571,1.6,0,0,0,0,12,0.75,518,0,11,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.540,85,58,483,540,1,146,139,7,0,62,2,7,6,9,27,6,5,4,7,4,3,1,3,108,1,4,11,22,5,141,42,104,280,282,0,7,0,0,134,61,0,105.09,13.85,18.07,109.31,11.65,0.87,3.51,0.94,16.97,79.95,7.71,4.68,0,0,92.34,0.22,55.5,36.62,69.49,0,4.76,0,0.2,0,0,0,0,425,0,61,0,115,130,7,0,0,0,215,0,23,0,152,0,11,0,0,0,0,0,2,2,14,1,66,18,0,2,0,0,0,0,0,1,0,0,0,1,17,0,55.29,19.15,0,39.5,0,0,0,47.4,0.55,0.17,4.43,0,4.2,0,2.24,4.23,1.29,0,0,0,0.75,0.91,1.71,2.01,1.29,1,0,5.06,0.4,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,2373,0,33,0.35,331,0.43,430,0,1884,0.21,992,0,14,0,4,0,0,0,0,0,0,0,7,0,2,0.01,139,0,1262,0.01,0,2.13,1401,2.97,0,0,0,0,2,0.32,162,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.58.483.543,85,58,483,543,1,381,365,17,0,158,0,5,12,22,63,5,20,30,2,24,14,20,7,223,15,44,25,74,2,379,151,230,735,658,0,2,2,0,277,163,0,201.51,24.15,66.01,243.37,28.78,1.02,4.98,5.5,40.28,192.38,8.35,2.36,0,0,203.09,0.12,166.66,36.31,185.86,0,2.41,0,0,0,0,0,0,2036,0,704,0,272,0,0,0,0,0,681,0,11,0,447,0,6,0,0,0,0,0,0,2,3,5,1,2,0,2,0,0,1,2,1,5,0,0,0,0,0,1.14,167.01,168.79,1.35,24.65,0,0,0,3.52,0.38,0,0,0.1,0,0,0,0.85,0.2,0.1,0,0,0.1,0,0.55,0.25,1.45,0.4,0,0.07,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,2.68,1864,0,30,0,620,0.07,134,0,100,0,48,0,41,0,1,0,4,0,2,0,3,0,6,0,4,0.6,487,0,25,0.03,0,1.63,1474,1.43,0,0,0,0,5,0.15,275,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,23,0,0,0,7,0,0,0,0,0,0
85.58.483.582,85,58,483,582,1,442,415,29,0,200,2,45,22,23,39,7,14,25,24,15,15,5,8,304,2,5,44,88,3,439,219,223,826,769,0,1,0,0,436,1,0,273.06,7.79,35.11,300.38,39.99,0.11,0.93,0.74,41.77,250.96,5.27,1.48,0.75,0.15,258.61,0.16,154.94,101.01,239.17,0,1.48,0,0,0,0,0,0,2106,1800,387,0,610,0,0,0,5,0,943,0,5,0,578,0,3,0,0,0,0,0,1,16,97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,191.75,168.06,1.5,55.88,0,0,0,81.64,0.35,1.15,1.82,0,4.02,1.8,5.37,5.04,1.55,1.1,0,0,6.65,5.27,2.15,0.4,59.13,1.9,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08,0.82,2705,0,45,0,1117,0,456,0,867,0,228,0,853,0,13,0,4,0,11,0,36,0,55,0,2,0.01,314,0,126,0,0,0.38,1119,1.92,0,0,0,0,0,0.04,405,0,102,0,371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
