geo,zl,up,un,mz,rmo,hh_sno,sex,sex2,sex3,edu,edu1,edu2,edu3,edu4,edu5,edu6,edu7,edu8,edu9,edu10,edu12,edu15,edu18,occ,occ2,occ3,occ4,occ5,hh_f,hh_f2,hh_a,hh_a2,c01m,c01f,c01h,c02m,c02f,c02h,c03m,c03f,c03h,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,c16,c17,c18,sf,mf,lf,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28h,c28f,c29h,c29f,c30h,c30f,c31h,c31f,c32h,c32f,c33h,c33f,c34h,c34f,c35h,c35f,c36h,c36f,c37h,c37f,c38h,c38f,c39,c40,c41a,c41b,c42a,c42b,c43a,c43b,c44a,c44b,c45a,c45b,c45c,c46a,c46b,c47a,c47b,c48,c49,t101,t102,t103,t104,t105,t112,t113,t114,t121,t122,t123,t124,t125,t127,t128,t129,t130,t131,t132,t134,t135,t157,t158,t159,t160,t161,t167,t169,t175,t176,t177,t179,t182,t185,t106,t107,t108,t109,t110,t111,t115,t116,t117,t118,t119,t120,t126,t133,t136,t137,t138,t139,t140,t141,t142,t143,t144,t145,t146,t147,t148,t149,t150,t151,t152,t153,t154,t155,t156,t162,t163,t164,t165,t166,t168,t170,t171,t172,t173,t174,t178,t180,t181,t183,t184,t186,t187,t188,t189,t190,t191,t192,t193,t194,t195,t196,t197,t198,t199,t200,t201,t202,t203,p501a,p501b,p502a,p502b,p503a,p503b,p504a,p504b,p505a,p505b,p506a,p506b,p507a,p507b,p508a,p508b,p510a,p510b,p511a,p511b,p512a,p512b,p521a,p521b,p522a,p522b,p523a,p523b,p524a,p524b,p538a,p538b,p539a,p539b,p546a,p546b,p548a,p548b,p549a,p549b,p550a,p550b,p551a,p551b,p572a,p572b,pnl509,pnn509,pnl513,pnn513,pnl514,pnn514,pnl515,pnn515,pnl516,pnn516,pnl517,pnn517,pnl518,pnn518,pnl519,pnn519,pnl520,pnn520,pnl525,pnn525,pnl526,pnn526,pnl527,pnn527,pnl528,pnn528,pnl529,pnn529,pnl530,pnn530,pnl531,pnn531,pnl532,pnn532,pnl533,pnn533,pnl534,pnn534,pnl535,pnn535,pnl536,pnn536,pnl537,pnn537,pnl540,pnn540,pnl541,pnn541,pnl542,pnn542,pnl543,pnn543,pnl544,pnn544,pnl545,pnn545,pnl547,pnn547,pnl552,pnn552,pnl553,pnn553,pnl554,pnn554,pnl555,pnn555,pnl556,pnn556,pnl557,pnn557,pnl559,pnn559,pnl560,pnn560,pnl561,pnn561,pnl562,pnn562,pnl563,pnn563,pnl564,pnn564,pnl565,pnn565,pnl566,pnn566,pnl567,pnn567,pnl568,pnn568,pnl569,pnn569,pnl570,pnn570,pnl571,pnn571,pnl573,pnn573,pnl574,pnn574,pnl575,pnn575,pnl577,pnn577,pnl579,pnn579,pnl580,pnn580,pnl581,pnn581,pnl582,pnn582,pnl584,pnn584,pnl585,pnn585
85.03.007.368,85,03,007,368,2,100,97,3,0,1,1,25,7,0,27,1,2,8,3,11,3,9,2,3,0,15,28,54,0,100,4,96,213,217,0,0,0,0,3,0,0,33.57,19.98,4.53,18.12,4.56,0.03,0,0.3,4.89,7.88,2.77,0.14,0,2.44,13.23,0.07,7.99,5.17,9.89,0,0.14,0,0,0,0,0,0,282,0,64,0,0,100,0,0,0,0,47,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,5.23,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,678,0,1,0,41,0.35,48,0,16,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,99,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.008.072,85,03,008,072,2,239,222,17,0,54,1,2,1,2,13,2,1,23,4,30,39,43,25,16,0,82,75,66,2,237,16,223,478,477,0,0,0,0,16,1,0,304.4,193.61,29.68,140.47,13.03,0.37,1.09,0.13,14.62,91.06,28.29,6.16,0,0.34,125.85,0.14,64.29,58.92,100.42,0,6.18,3.48,0,0,0,0,0,529,0,77,0,150,0,0,0,73,0,86,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,75.27,68.42,0,1.36,0,0,0,0.86,0.35,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.32,0.99,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,30.15,4183,0,5,0,93,2,333,0,32,0,24,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,33,0,11,0,0,0,199,0.02,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.008.368,85,03,008,368,2,179,166,13,0,91,2,6,9,3,21,6,0,8,8,8,8,7,3,46,0,18,25,90,4,175,32,147,359,374,0,2,0,0,17,5,0,49.54,9.36,7.58,47.76,7.19,0.07,1.3,0.65,9.21,31.47,4.96,1.86,0,0.26,38.55,0.23,21.14,17.18,30.73,0,1.86,0,0,0.5,0,0,0,593,0,106,0,40,0,10,0,5,0,133,0,0,0,122,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.57,23.75,0,3.48,0,0,0,0,3.02,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.51,3.59,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,4.15,791,0,8,0,85,0.37,82,0,43,0,22,0,5,0,2,0,0,0,0,0,5,0,2,0,0,0,27,0,17,0,0,0.04,121,0.01,0,0,0,0,0,0.06,38,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.009.707,85,03,009,707,2,449,427,23,0,235,0,1,7,3,64,7,9,29,9,43,13,27,3,170,1,29,73,176,0,449,72,377,1000,972,0,0,0,0,253,12,0,374,11.13,11.73,374.6,33.06,0.07,1.37,0.71,35.21,318.48,18.09,2.82,0,0,339.39,0.1,139.73,197.06,322.51,0,2.82,0,0,0,0,0,0,1382,1000,414,205,182,0,0,0,32,0,533,0,0,0,413,0,0,0,0,0,0,0,3,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.36,299.45,181.17,1.99,99.12,0,0,0,9.63,4.61,0,0,2.48,0.5,1.04,1.04,0,0,0,0,0,0,0,1,1.49,47.27,2.84,0,2.81,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,10.74,1843,0,22,0,222,0.35,140,0,61,0,41,0,4,0,5,0,2,0,2,0,7,0,5,0,1,0,37,0,13,0,0,0.1,188,0.67,0,0,0,0,0,0,27,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.142.076,85,03,142,076,1,871,835,34,1,397,9,32,35,9,148,24,6,51,37,56,47,14,7,665,47,48,43,67,29,841,408,462,1750,1745,3,6,2,0,798,41,0,872.92,346.63,191.26,717.55,84.38,1.49,20.24,33.47,139.58,477.91,41.83,10.45,0.68,47.1,577.97,0.86,372.78,201.84,448.97,0,12.16,0.09,0,0,0,0,0,4001,0,826,0,760,120,7,0,8,0,2007,0,0,0,1046,0,28,0,0,0,4,0,14,52,45,75,4,15,0,1,1,0,1,8,0,266,4,0,0,21,349,0,369.3,416.49,0.85,54.11,0,0.3,0.36,132.29,8.83,7.02,1.12,1.08,14.09,0.15,0.83,0.7,2.02,1.26,0.87,0.65,2.07,1.04,0.43,13.01,99.53,36.81,1.2,1.16,0.3,0,0,4.06,23.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,27.34,5122,0.65,137,4.87,1579,4.32,871,0.34,264,0.02,155,0.01,40,0,51,0,7,0,12,0,41,0,62,0.02,25,0.09,161,0.13,279,0.06,0,0.6,353,6.65,0,0.05,18,0.06,228,0.26,343,0.15,163,0.49,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.142.077,85,03,142,077,1,764,729,35,0,461,4,14,37,17,51,28,14,37,5,37,15,35,10,535,4,49,114,62,18,746,354,410,1631,1502,0,3,0,0,695,3,0,500.88,81.09,228.07,647.86,77.2,1.42,13.61,8.36,100.59,498.89,28.73,13.27,2.11,4.27,547.27,0.18,397.76,149.33,497.11,0.01,13.83,0,0,0,0,0,0,3874,556,2433,333,428,0,0,0,1,0,1911,0,3,0,930,0,2,0,0,0,1,0,0,31,38,9,6,23,0,0,0,1,0,6,1,0,0,0,0,47,52,1.14,494.46,492.92,0.56,33.04,0,0,0,71.13,0.13,0,0.28,0.07,0.15,0.21,0,0.25,0,0.26,0.21,0.26,0.05,0,0,0,3.43,47.31,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,14.12,4347,0.07,109,0.76,898,2.83,536,0.02,174,0,110,0,66,0,10,0,6,0,20,0,17,0,6,0,9,1.01,111,0,102,0,0,0.26,422,4.26,0,0,0,0.02,15,0.06,175,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.142.113,85,03,142,113,1,1225,1161,63,0,456,63,63,31,33,174,76,18,102,30,77,47,41,14,842,11,119,115,137,21,1203,733,491,2588,2474,2,71,20,0,783,10,0,905.71,105.37,151.82,952.16,107,1.44,15.53,18.86,142.83,748,33.22,8.52,1.01,18.58,809.33,0.31,527.87,278.65,720.62,0.42,9.05,0.58,0.33,0.07,0,0,0,7853,115,4240,260,678,0,10,0,22,0,2817,0,0,0,1338,29,59,0,0,0,1,0,6,44,15,55,5,48,0,0,0,0,0,3,5,56,2,0,0,6,10,13.78,806.65,779.66,5.8,57.09,0,0,0,232.64,0.06,0,0.04,0,0,0,0,0,0,0.08,0,0,0.13,0.05,0,0.04,6.72,48.39,0,0,0.05,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.82,8882,1.01,234,4.31,1802,1.08,857,0.15,398,0.22,368,0.05,96,0,72,0,20,0,37,0,40,0,14,0,19,0.26,289,0,102,0,0,0.1,232,2.34,0,0,31,0,5,0.02,51,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85.03.142.149,85,03,142,149,1,1492,1381,112,0,762,31,49,33,10,190,16,20,74,54,104,72,63,16,619,21,128,251,473,10,1482,385,1107,3081,2983,1,2,2,0,719,24,0,1358.12,421.09,330.53,1267.56,113.88,6.22,10.47,13.42,143.99,1029.69,67.1,18.97,0.44,7.37,1123.57,0.87,715.89,404.31,1032.43,0.84,19.88,1.18,0,0,0,0,0,11057,3946,4709,560,737,170,63,0,79,58,2988,0,10,0,1156,10,105,0,0,0,2,0,9,24,20,38,10,136,0,1,0,0,0,5,1,11,1,0,0,0,8,1.45,1012.1,1010.68,0.34,25.39,0,0,0,163.46,3.73,5.51,0.32,0.21,0.98,0.04,0.01,0.11,0.47,2.3,1.83,0.44,0.26,0.03,0.05,0.78,17.74,11.34,0,0.32,0.09,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,40.57,12184,0,93,2.75,1172,7.23,1436,0.02,552,0.01,219,0.03,84,0,19,0,16,0,33,0,21,0,6,0,8,0.01,103,0,77,0.06,0,0.11,187,9.36,0,0.57,104,0,1,5.16,1064,0,21,0.19,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,1759,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
85.03.142.152,85,03,142,152,1,445,416,29,0,60,35,138,60,24,41,7,4,21,10,28,13,4,0,281,6,33,12,113,43,402,24,421,1025,967,0,0,0,0,410,2,0,439.9,2.22,23.09,460.77,54.74,3.39,21.71,3.14,82.98,311.58,50.58,11.64,2.2,1.79,377.79,0.9,245.32,126.57,315.1,0,11.64,0,0.05,0,0,0,0,3450,70,1275,583,49,70,50,0,44,0,965,0,2,0,454,0,65,0,0,0,0,0,2,12,0,68,0,4,0,0,0,0,0,2,0,54,3,0,0,0,0,0,311.84,258.54,0,55.32,0,0,0,15.78,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,43.92,10316,0.07,185,5.1,1899,0.62,352,0.12,241,0.04,70,0.01,20,0,15,0,5,0,7,0,13,0,7,0,3,0.02,36,0.05,22,0.01,0,0.17,125,20.18,0,0,1,0,0,0.02,14,0,0,0.04,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.142.260,85,03,142,260,1,621,592,29,0,403,0,7,12,10,49,8,12,29,7,44,19,22,0,509,14,22,53,22,8,612,486,134,1433,1329,1,2,0,0,646,10,0,449.35,19.87,35.92,465.4,48.96,0.54,12,4.11,65.61,386.64,8.78,3.62,0.3,0.45,399.79,0.06,281.3,115.93,378.8,0,5.28,0.6,0,0,0,0,0,2847,0,1457,0,145,0,0,0,11,0,1416,0,0,0,521,0,3,0,0,0,0,0,2,15,0,6,12,14,0,0,0,0,1,3,1,5,0,0,0,0,6,2.24,397.83,404.21,0.56,2.21,0,0.5,0,84.93,0,0,0.01,0,0.11,0,0,0,0,0.12,0.34,0,0,0,0,0.06,0,9.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,5473,0,41,0.22,921,0.41,590,0.14,273,0.01,363,0.06,57,0,9,0,22,0,15,0,8,0,2,0,7,0.02,97,0,14,0,0,0,30,4.09,0,0,9,0,0,0.17,114,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.142.406,85,03,142,406,1,1150,1082,69,0,275,53,116,110,48,186,51,28,80,45,94,37,23,5,730,7,54,100,259,8,1142,425,725,2326,2284,0,0,0,0,1065,55,0,1142.39,163.47,218.23,1197.15,128.11,0.31,1.94,1.55,131.91,1020.57,42.47,1.9,0.3,0,1065.24,0.56,655.35,404.33,1003.27,0,2.3,0.3,0.3,0,0,0,0,6568,0,4359,308,539,0,0,0,29,0,2662,50,6,0,1545,0,67,0,0,0,4,0,5,41,72,52,13,16,0,0,0,0,1,3,2,93,27,0,0,21,26,3,1015.88,877.09,0,132.52,0,0,0.59,310.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.54,10296,0.06,68,3.37,2030,2.84,1637,0.01,137,0.05,122,0.01,74,0,15,0.02,12,0.05,52,0,5,0,3,0,8,0.01,38,0,23,0,0,0.1,187,1.29,0,0,4,0.02,12,0.18,125,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,12,0.17,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85.03.142.562,85,03,142,562,1,1974,1835,139,0,635,64,106,95,54,436,54,103,131,47,125,56,32,36,1591,38,99,123,123,17,1957,1091,883,3982,3977,6,6,0,0,1957,70,5,1559.94,99.29,283.45,1744.1,171.92,2.62,25.53,12.48,212.55,1373.95,134.52,17.18,0.22,5.68,1531.55,2.45,963.7,557.9,1422.9,3.43,20.85,0.5,0.66,0,0,0,0,12464,410,3287,2924,821,220,16,0,93,0,4188,0,7,0,2341,0,144,0,6,0,6,0,4,68,40,146,16,15,0,0,0,0,0,8,1,86,3,0,0,85,21,30.83,1327.01,1109.1,2.34,280.09,0,0.5,2.2,370.55,0.39,0,0.27,0.8,0.46,0,0,0,0,0.27,0,0,0.26,0.11,0,0.49,7.45,5.12,0,0,0,0,0,0.39,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.1,0,117.44,20970,0.07,112,6.04,2420,3.04,1048,0.2,325,0.11,485,0.04,84,0,33,0.04,175,0.01,38,0.02,45,0,12,0,9,0.22,251,0,135,0,0,2.43,2367,2.94,0,0,2,0,1,0.52,228,0,9,0.17,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
85.03.209.035,85,03,209,035,1,1782,1719,64,0,569,64,188,88,52,346,48,36,121,62,97,64,34,15,966,2,65,123,626,16,1766,532,1250,3789,3618,0,6,1,0,1159,8,0,1232.88,154.45,347.91,1426.34,148.88,2.68,21.67,3.51,176.74,1148.35,73.04,24.62,0.65,2.94,1249.6,0.98,738.98,509.64,1130.25,0.13,25.51,0,0.21,0,0,0,0,7099,7350,3988,805,798,0,4,200,17,0,3387,40,34,0,1930,0,217,0,0,0,0,0,12,51,35,173,0,29,1,0,0,0,1,18,0,1,0,0,0,4,7,0,1110.05,997.27,1.24,94.54,0,0,0,67.35,3.33,0,0.23,0.06,4.01,0.59,2.66,4.25,0.05,0.49,0.01,0.24,0.31,0.02,1.85,3.19,4.04,49.45,0,0.38,0.02,0,0,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0.12,0.07,0.06,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,3.6,0,0,0,0,0.02,0,0,0,0,0,0,0,0,1.93,0.28,9.65,29.84,9097,0.23,275,0.95,2216,12.04,2031,0.02,479,0.13,1399,0,110,0,51,0.03,158,0.04,42,0,37,0,29,0,9,0.27,287,0,171,0.01,2,0.55,1737,19.11,0,0,5,0,0,1.45,1060,0,22,0.32,528,0,3,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,476,4.61,3561,0,0,0,0,0,0,0.02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,2.41,1638,0.31,67,0,0,0.2,93,0,0,0,0,0,0,0,0,0,0,0,0
85.03.209.112,85,03,209,112,1,301,272,29,0,107,72,19,12,12,26,2,6,6,13,11,7,2,7,178,6,32,43,42,6,295,150,151,659,631,0,0,1,0,234,197,0,185.88,32.16,32.52,186.24,22.05,0.8,1.58,1.09,25.52,140.81,16.72,3.19,0,0,160.72,0.7,105.63,54.39,132.83,0,3.19,0,1,0,0,0,0,1322,0,179,100,148,0,0,0,0,0,395,0,0,0,331,0,0,0,0,0,0,0,1,6,1,13,2,0,0,1,0,0,0,0,0,1,0,0,0,1,12,0,138.04,99.85,0,24.88,0,0,0,10.78,1.96,0.05,0.18,0.02,1.76,0.11,0.71,0.44,0.06,0.07,0,0,0.15,0.25,0.5,0.84,9.18,0,0.25,0.05,0.05,0.01,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,1.49,979,0.24,53,2.48,727,3.23,325,0.58,197,0.21,71,0.17,57,0.06,17,0.03,13,0.01,17,0.03,19,0.07,14,0.05,10,0.44,248,0.35,98,0.02,0,2.32,2424,4.42,0,0,2,0,0,0.71,408,0,0,0.77,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
