lpad;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;pnl509;pnn509;pnl513;pnn513;pnl514;pnn514;pnl515;pnn515;pnl516;pnn516;pnl517;pnn517;pnl518;pnn518;pnl519;pnn519;pnl520;pnn520;pnl525;pnn525;pnl526;pnn526;pnl527;pnn527;pnl528;pnn528;pnl529;pnn529;pnl530;pnn530;pnl531;pnn531;pnl532;pnn532;pnl533;pnn533;pnl534;pnn534;pnl535;pnn535;pnl536;pnn536;pnl537;pnn537;pnl540;pnn540;pnl541;pnn541;pnl542;pnn542;pnl543;pnn543;pnl544;pnn544;pnl545;pnn545;pnl547;pnn547;pnl552;pnn552;pnl553;pnn553;pnl554;pnn554;pnl555;pnn555;pnl556;pnn556;pnl557;pnn557;pnl559;pnn559;pnl560;pnn560;pnl561;pnn561;pnl562;pnn562;pnl563;pnn563;pnl564;pnn564;pnl565;pnn565;pnl566;pnn566;pnl567;pnn567;pnl568;pnn568;pnl569;pnn569;pnl570;pnn570;pnl571;pnn571;pnl573;pnn573;pnl574;pnn574;pnl575;pnn575;pnl577;pnn577;pnl579;pnn579;pnl580;pnn580;pnl581;pnn581;pnl582;pnn582;pnl584;pnn584;pnl585;pnn585
20.46.47.307.259;3;1503;1356;147;0;474;21;102;73;79;238;41;46;149;71;141;58;10;0;628;32;147;255;441;13;1490;651;852;3658;3653;1;45;44;0;715;627;1;2162.56;174.8;69.29;2057.05;155.46;26.7;88.85;24.7;295.71;482.47;1126.97;4.8;3.2;143.9;1761.34;873;165;32;83.4;0;2.8;2;0;0;0;0;0;8664;2679;1094;840;665;91;53;0;27;50;1867;15;143;9;1236;71;24;0;134;0;4;0;2;21;12;1;0;41;6;0;482;0;16;9;0;5;0;0;0;0;25;167.97;293.26;103.65;0.1;14.16;0.1;0;0.05;5.18;18.99;3.97;21.21;6.08;0.73;11.73;6.12;10.68;5.89;16.49;1.2;0.03;0;0.15;13;32.82;3.19;0;0;39.35;3.03;0.1;16.8;0.03;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.99;281.42;56508;5.08;941;137.69;33573;134.16;22664;13.64;2367;4.93;2004;1.66;342;5.45;151;0;14;0.42;60;6.44;723;0.1;63;4.35;2909;5.83;1695;9.41;1641;0.2;0;3.39;1538;198.45;8588;6.82;2326;1.11;1520;8.9;4280;348.87;86971;0.01;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.307.733;1;783;661;122;0;334;33;102;101;51;62;16;12;29;9;27;6;1;0;708;9;14;2;50;7;776;613;170;1968;1907;0;54;37;0;931;887;0;1326.98;15.5;169.51;1480.99;86.73;34.14;17.6;2.3;140.77;699.66;605.26;13.1;1.6;20.6;1340.22;568;164;3;87.1;0;1.5;1.6;0;0;0;0;0;5576;2840;162;210;434;0;3;0;44;278;1104;36;103;9;1002;137;47;0;457;25;4;0;5;18;15;4;2;0;0;0;139;0;2;5;0;35;0;0;0;0;58;230.48;316.55;97.81;0.2;10.71;0;0.71;0.04;4.32;11.5;2.52;10.82;0.31;0.06;3.38;5.64;0.9;3.36;10.61;0.26;0.55;0;0.66;29.36;56.16;11.22;0;0;88.15;2.3;0.01;0.06;0.01;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.51;76.93;22483;0.73;156;16.22;2131;21.62;4964;0.41;182;3.09;561;0.15;95;0.35;136;1;13;0;2;0.03;37;0.03;20;3.54;220;2.01;983;0.3;189;1.7;0;2.39;395;43.76;150;0.03;101;0.3;130;4.79;2106;212.56;50500;0.02;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.341.074;1;1318;1155;163;0;307;66;84;38;29;243;26;16;183;79;163;69;13;2;736;13;169;166;234;14;1304;524;794;3233;3095;0;8;2;0;868;438;0;1951.47;141.8;130.11;1939.78;87.92;11.27;54.95;118.2;272.34;468.61;1095.73;18.5;2;82.6;1667.44;711;179;27;139.5;0;1.5;1.2;0;0;0;0;0;7343;13069;1169;814;812;0;36;0;46;45;1419;78;82;0;1236;67;80;0;13;0;1;0;3;11;11;0;5;33;2;0;269;0;10;3;1;17;22;0;0;0;163;16.2;402;430.47;0;1.2;0;0;0.07;6.62;24.49;6.72;23.29;3.72;0.18;6.31;11.28;16.6;19.4;18.07;0.4;0.6;0;0.12;8.37;41.73;2.42;0;0;26.53;5.67;10.02;48.12;0.2;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.57;536.74;61013;4.96;425;108.36;11768;60.02;6063;6.88;1326;6.92;1045;0.65;46;0.98;128;0.78;71;2.44;130;3.77;570;0.07;17;6.3;375;5.42;1956;4.78;491;0.65;0;5.48;1544;111.46;119;3;215;0.5;82;9.44;1122;194.11;41278;0.1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.341.075;1;530;468;62;0;223;9;58;56;49;55;27;18;14;6;11;4;0;0;450;0;4;11;65;4;526;340;190;1162;1126;1;7;0;0;411;243;0;1258.53;75.6;45.05;1227.98;55.79;12.49;12.42;3;83.7;595.21;543.37;0.7;0;5;1144.28;360;154;10;112.6;0;0;0;0;0;0;0;0;6179;17976;66;158;2;0;0;0;0;0;818;0;123;9;938;0;83;0;110;0;9;0;0;10;7;0;0;0;0;0;1384;0;21;4;0;1;1;0;0;0;22;12.7;130.1;113.33;0;32.02;2.73;1;1.42;17.87;28.2;1.31;1.25;6.35;2.22;13.89;0.91;1.3;1.41;1.37;0.03;0.24;0;0.2;44.03;130.61;3.34;0;0.41;135.33;22.44;1.75;37.51;0.5;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9;116.55;13756;5.1;680;50.85;5179;70.88;8066;5.67;1000;0.45;75;1.55;197;22.26;3725;0;0;0;0;2.1;285;0;0;4.7;343;13.23;2403;23.72;3398;0.4;0;1.15;195;47.91;480;17.9;3838;0.5;400;10.53;1885;134.65;54035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.341.296;1;1762;1563;199;0;435;21;127;157;107;396;64;60;167;70;112;25;19;2;1358;10;96;118;180;11;1751;1258;504;4174;4118;3;118;105;0;1399;651;0;2931.18;198.4;361;3093.78;190.79;27.82;53.23;42.6;314.44;1213.34;1513.3;15.7;2.6;34.4;2779.34;971;369;29;38.7;0;8.5;3.4;0.1;0;0;0;2.2;13588;10362;1327;1093;619;150;25;0;129;0;2547;126;96;0;2193;332;42;0;129;0;3;0;2;36;10;4;3;47;90;2;1945;14;169;18;0;6;7;0;0;0;203;41.04;358.6;81.3;1.15;17.31;0;0.1;0.36;7.52;25.09;3.51;55.39;3.46;0.51;4.33;8.85;24.17;26.68;18.65;0.25;0.05;0.01;0;47.19;164.31;3.61;0;0.3;115.72;16.77;1.85;274.06;15.4;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.46;585.28;72819;6.65;692;99.75;11281;108.59;12208;7.36;1121;6.96;827;0.83;104;1.46;148;1.07;112;0.31;40;1.37;135;0.7;92;6.59;950;6.26;1132;3.81;422;4.04;0;4.11;1290;222.15;1099;11.42;1021;2.42;452;10.97;1952;375.64;105040;0.36;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.341.441;1;663;566;97;0;289;11;33;39;29;59;8;14;71;28;62;10;9;1;533;1;43;17;69;4;659;374;289;1633;1588;0;0;0;0;666;540;0;1114.44;111.2;131.17;1134.41;66.14;15.6;53.39;12.1;147.23;538;407.88;11.6;2.8;26.9;987.18;490;118;8;85.3;0;0.4;0;0;0;0;0;0;8154;12345;332;1874;54;0;0;0;2;0;1463;113;74;9;1285;262;57;0;134;0;0;0;7;25;54;5;4;66;3;4;361;14;20;162;0;0;3;0;0;1;19;23.8;261.09;86.61;0.1;3.37;0;0;0;11.83;14.6;2.87;4.63;2.11;0;2.61;5.38;9.9;1.88;1.48;0.4;1.2;0;0;35.03;56.77;3.08;0;0;27.63;5.8;0.15;11.95;0.2;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.03;103.65;9719;0.46;35;34.38;3121;63.81;6205;5.94;469;2.99;213;0.22;22;0.75;58;0;0;0.9;75;1;76;0;0;12.55;509;12.63;1271;2.3;174;0.4;0;1.78;250;44.86;0;1;0;0;0;16.7;2385;77.93;14271;0.75;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.341.514;1;252;232;20;0;172;1;3;10;6;23;12;12;8;5;0;0;0;0;221;2;0;15;14;0;252;88;164;544;585;0;1;0;0;249;193;0;611.78;44.8;51.64;618.62;54.49;3.5;31.18;31.5;120.67;228.02;262.13;0.4;0.4;7;497.95;162;88;0;30.2;0;0;0;0;0;0;0;0;1748;400;96;293;2;0;0;0;0;0;263;0;104;0;238;12;36;0;13;0;1;0;0;5;5;1;4;0;0;0;880;0;25;1;0;4;0;0;0;0;34;14.18;47.36;27.52;0;3.3;0.1;0;0;4;5.55;3.9;3.1;5.85;0;4.75;3.14;0.6;2.43;2.09;3.8;2.14;0;0;30.82;46.75;1.63;0;0;29.7;2.47;0;5.18;0.3;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.87;35.29;8869;1;90;6.58;1584;41.35;5178;2.66;320;0.53;135;1.3;55;2.44;492;0.6;120;0;0;4.1;610;0.5;100;5.7;284;9.22;3112;4.91;483;8.2;0;1.05;295;54.54;0;0.9;270;0;0;8.25;1740;62.46;19338;2.06;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.341.732;1;631;600;32;0;245;17;90;32;19;95;12;21;57;15;18;9;1;1;542;2;13;18;57;5;627;277;355;1518;1405;0;1;1;0;557;496;0;1713.13;67.1;77.94;1723.97;67.8;14.52;73.67;2.9;158.89;759.87;760.51;1;6.1;37.6;1565.08;363;219;22;205;0;0.6;0.1;0;0.2;0;0;0.11;5566;1804;140;213;108;0;28;0;9;0;1093;0;132;9;1105;18;104;0;322;0;3;0;1;21;14;1;2;30;8;42;1245;0;53;8;0;42;0;0;0;13;216;97.01;289.27;274.85;0.3;1.62;0;0;0.01;2.54;6.12;2.38;4.71;1.62;0;1.14;2.6;2.79;6.14;9.91;0.3;1.25;0.07;1.1;39.46;110.14;3.93;0;0;64.05;14;0.3;96.86;0.05;4.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.49;220.65;30438;0.36;37;85.19;10572;96.82;13907;5.97;744;0.8;101;1.2;155;0.44;49;0.44;56;0;0;0.64;57;0;1;4.19;291;3.93;405;8.06;989;1.9;0;0.09;15;166.47;0;2.62;317;0.1;9;10.36;1621;114.46;16738;0.1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.705.149;1;491;458;33;0;143;6;65;51;27;74;22;21;32;17;30;3;0;0;435;9;11;19;17;3;488;179;312;1219;1137;0;1;1;0;617;593;0;1208.2;71.5;72.17;1208.87;55.47;5.05;11.31;4.1;75.93;443.77;633.37;0.2;0;55.6;1132.94;336;125;17;6.6;0;0;0;0;0;0;0;4.7;5860;0;31;131;19;0;0;0;7;0;844;0;23;0;900;12;9;0;4;0;2;0;4;29;19;0;10;0;0;1;0;0;1;1;1;1;1;0;0;0;21;45.85;246.9;21.8;0.05;4.74;0;0;0;2.59;6.4;5.67;30.27;1.3;0.42;3.67;16.1;6.15;4.64;6.76;0;0.05;0;0.15;24.1;66.28;3.3;0;0;16.44;1.15;0;26.96;0.01;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.32;106.76;28480;2.68;477;31.5;7535;66.06;19084;0.32;245;0.34;608;0.1;115;0.25;126;0;99;0.05;23;0.35;119;0.1;17;10.76;568;0.3;368;1.55;592;0.45;0;4.35;698;148.5;0;1;747;0;0;4.55;1643;239.27;123924;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.705.258;1;454;420;35;0;163;26;73;40;44;22;10;19;20;19;13;5;1;0;423;2;6;15;9;1;454;288;167;1047;943;0;47;27;0;473;439;0;1451.29;20.7;71.78;1502.37;91.55;27.13;12.78;43;174.46;763.22;541.89;1.1;0;21.7;1327.91;218;191;21;22.1;0;0;0;0;0;0;0;1.3;3318;900;62;39;0;0;1;0;0;0;865;26;27;0;1092;0;46;0;78;0;2;0;1;31;19;0;2;0;28;0;18;0;1;2;0;0;0;0;0;0;232;197.9;224.57;85.3;0;9.88;0;0;0;7.46;19.91;4.44;21.19;3.18;0;3.22;17.37;6.77;6.78;26.76;0.1;0;0.1;0.31;52.54;176.41;12.48;0;0.2;115.5;4.9;0;4.14;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.81;59.41;16414;1.98;117;17.25;5917;42.76;13467;0.4;91;3.25;350;0.05;38;0;6;0.5;53;0;0;2.45;210;0.55;9;8.72;626;1.01;202;3.42;255;10.1;0;1.75;263;214.17;0;1.95;197;0;0;0.6;324;217.5;96074;1.1;611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.705.695;1;767;723;44;0;307;19;63;67;52;99;17;15;34;35;45;12;1;1;642;1;12;53;59;7;760;371;396;1785;1784;0;24;17;0;820;798;0;1848.9;42;129.81;1936.71;74.73;5.44;4.17;0.4;84.74;650.07;662.8;14.3;6.1;518.7;1851.97;488;184;46;16.4;0;1.3;0;0.1;0;0;0;2.1;5099;1200;715;357;127;0;6;0;5;0;717;0;62;0;894;75;7;0;443;0;2;0;0;5;6;0;0;13;0;0;0;0;0;3;0;0;0;0;0;0;1;216.87;146.37;10.16;0.22;36.47;0;0;0.03;1.5;16.66;0.75;27.24;0.49;0.12;13.42;21.91;2.5;1.28;22.97;0.33;0.05;0;0;10.11;106.38;14.49;0;1.2;127.96;5.48;0;6.12;0;1.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.68;106.6;35041;0.35;261;14.63;3307;38.99;11327;0.6;447;1.39;775;0.85;158;0.05;133;0;91;0;9;0.41;665;0;22;15.24;2151;0.49;226;6.57;2516;0.2;0;1.42;716;55.95;99;1.8;1177;1;1149;8.35;4060;424.34;184562;1.8;2327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.47.705.734;1;110;104;6;0;20;2;32;11;1;21;2;6;2;7;5;1;0;0;108;0;0;2;0;0;110;0;110;292;241;0;46;37;0;212;187;0;388.4;0;2.4;390.8;13.3;0;0;1;14.3;105.6;265.7;0;0;5.2;376.5;45;53;12;0;0;0;0;0;0;0;0;0;511;0;10;45;0;0;0;0;0;0;82;0;9;10;273;0;25;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41.55;0;0.01;0;2.71;0;0;0;0.01;0.77;0;0.97;0;0;0.95;0.28;0.02;0;2.85;0;0;0;0;1.05;39.25;3.59;0;0;17.32;3.7;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1;8457;0;4;22.15;13004;7.05;4029;0;6;1.75;956;1.33;562;0;10;0;8;0;0;0;7;0;0;0.9;391;0;3;1.2;791;0.6;0;0.4;252;74;0;2.5;1819;0;0;0;0;163.62;87675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.49.001.073;2;1485;1352;133;0;86;10;27;28;11;127;18;19;155;70;265;345;209;115;78;12;690;198;507;49;1436;46;1439;3088;3122;0;6;1;0;120;49;0;2128.56;590.1;98.71;1637.17;83.03;33.63;19.98;8.4;145.04;217.68;1179.85;17;0.3;77.3;1492.13;414;128;47;63.1;0;6.8;1.8;0;3;0;0;1.2;965;99;427;195;168;0;0;50;34;20;419;11;10;0;133;0;12;0;8;0;0;0;1;12;7;0;3;3;0;2;0;0;2;1;1;2;1;0;0;1;5;48.27;199.05;49.89;0.01;1.37;0.22;0.14;0.42;7.54;6.45;3.24;0.72;0.84;0.06;3.24;0.54;0.62;1.54;2.52;0.21;0.2;0.02;0.05;0.25;0.9;2.45;0;0.4;2.11;2.64;0.01;1.17;0.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190.35;29400;2.49;416;32.11;4082;67;9476;1.52;686;4.61;2760;1.75;190;0.16;289;0.48;85;0;12;0.11;50;0.04;50;0.44;61;0.56;325;0.74;283;0;0;7.18;7923;15.79;0;0.07;40;4;7;12.38;2790;712.97;161019;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.46.49.001.073;3;153;144;9;0;25;0;14;17;13;20;12;10;21;6;13;1;1;0;93;0;27;16;17;0;153;84;69;293;310;0;20;9;0;132;176;0;184.79;6.1;13.8;192.49;8.12;0.4;0;0;8.52;111.31;72.66;0;0;0;183.97;120;16;0;1.2;0;0;0;0;0.1;0;0;0;755;0;38;173;33;0;0;0;0;0;211;36;0;0;358;14;0;0;108;0;0;0;0;13;30;0;0;0;0;0;0;0;0;3;0;59;0;0;0;0;0;12.05;47.83;1.2;0;2.07;0;0;0;2.15;2.88;1.38;0.5;0.87;0.15;0.72;0.35;0.34;1.6;1.77;0;0;0;0;1.8;24.25;1.97;0;0;19.07;0.47;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.26;10.74;679;0.32;14;3.78;202;14.18;942;0.08;8;3.91;346;0;0;0;0;0;0;0;0;0.05;2;0;0;0;0;0.52;54;0.14;9;0;0;1.09;151;4.5;0;0;0;0;0;0;0;32.12;4884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
