geocode;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
45.72.09.109.089;1;125;110;15;0;33;0;17;15;10;26;1;3;6;7;7;0;0;0;109;2;1;6;7;4;121;79;46;285;282;0;18;13;0;184;192;0;174.72;12.24;41.86;204.34;20.01;0.05;3.71;3.15;26.92;169.87;3.85;2.2;0.25;1.25;177.42;73;16;0;140.28;0;2.2;0;0;0;0;0;0;321;0;379;700;6;0;0;0;0;0;167;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;1;8;0;0;0;0;0;0;0;0;160.63;179.03;0;0;0;0;0;4.55;0.83;1.06;0.46;1.55;0;0.88;0.25;1;0.92;0.23;0.07;0.13;2.08;1.09;0;0.12;3.34;0.03;0;0.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.85;0;335;0;101;0;124;0;42;0;51;0;151;0;14;0;3;0;0;0;7;0;0;0;3;0;0;0;70;0;18;0;0;0;478;2.18;0;0;0;0;41;0;58;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;10;0;5;0;2;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;13;0;0;123;22;36;123;121;10;122;90;59;5;96;87;0;2;2;0;31;24;0;201.03;17.08;140.28;171.41;12.24;41.86;201.03;17.08;0;3.49;3.15;23.72;169.87;3.74;2.2;0.25;1.25;177.31;140.28;0;2.2;0;0;0;0;0;0
45.72.09.109.133;1;250;240;10;0;20;11;83;20;21;53;4;5;12;2;14;4;0;1;145;1;5;9;90;44;206;128;122;794;703;1;89;79;0;453;413;1;432.76;40.82;47.08;439.02;35.51;0.33;11.91;3.1;50.85;365.24;6.64;12.22;0;4.07;388.17;130;28;6;311.14;1;12.23;7.42;3.3;0;0;0;0;1218;0;1085;2070;126;0;0;0;0;0;341;0;4;0;110;0;0;0;0;0;0;0;13;0;0;1;0;2;0;0;0;0;0;5;6;1;6;0;0;23;115;0;311.97;357.23;2.71;0;0;0;0;3.97;1.66;1.88;2.56;1.08;0.02;0.87;0;0.72;1.35;1.15;0.07;0.04;0.54;0.2;0.08;0.06;1.15;0.19;0;0;1;0;0;13.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0.15;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.25;0;1125;0;434;0;633;0;38;0;191;0;355;0;160;0;113;0;19;0;18;0;14;0;258;0;16;0;189;0;95;0;0;0;2320;9.05;0;0;0;0;300;0;1;0;3;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;13;0;0;0;0;0;0;1.92;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;660;0;42;0;1;1;15;0;0;0;7;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;1;0;0;0;22;0;0;0;3;0;0;247;35;47;249;247;173;248;199;179;44;211;125;1;17;12;0;85;70;0;429.1;30.05;311.14;422.62;40.34;46.82;429.1;30.05;0.24;10.31;2.64;43.24;364.74;6.03;11.03;0;4.06;385.86;311.14;1;11.04;7.42;3.3;0;0;0;0
45.72.09.109.136;1;732;696;36;0;222;21;75;18;21;126;25;28;42;38;57;25;17;17;431;37;42;27;195;73;659;207;525;1590;1568;0;28;24;0;694;674;0;1209;154.98;320.62;1374.64;124.95;2.49;42.96;10.63;181.03;1081.68;37.76;59.95;1.16;13.06;1193.61;303;232;2;913.8;0.01;61.55;12.33;0.3;0;0;0;0;2835;800;1896;2060;132;0;3;0;31;0;1163;0;12;0;321;0;0;0;0;0;1;0;2;14;18;19;24;38;0;0;0;0;1;12;0;3;2;0;0;12;76;0.6;868.84;1096.95;5.33;2.12;0.69;1.43;0.05;16.93;6.65;4.24;4.76;7.15;0.55;4.88;3.16;1.11;5.51;2.68;0.5;0.23;1.89;0.71;0.14;1.44;9.36;9.04;0.05;2.19;1.04;0.01;0.4;32.79;0.21;0;0;0;0;0;0;0.15;0;0;0;0;0.02;0.28;0;0;0.58;0.02;0.59;1.16;0.12;0.14;0;0.07;0;0.07;0.01;0.53;0;0;0.71;0.32;0.03;0;0;0;0.38;0;0.18;0;0;0;0.51;0.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0;0;0;0;0.1;0;0;0;30.58;0.18;4664;0.6;856;0.09;2431;0.02;254;0.04;947;0.02;1052;0.01;462;0;165;0;81;0;372;0.1;106;0;147;0;37;0.11;1237;0.02;405;0.02;0;1.22;9021;17.2;0;0;217;0.22;2347;0.86;2686;0.15;59;0;102;2;107;0;1;0;0;0;0;0;31;0;0;0;5;0;0;0;26;0;0;0;330;0;0;0;7;0;0;0;0;0;0;0;1;0;261;0;1;0;0;0;0;3.24;39;0;1;0;1;0;6;0;7;0;12;0.12;0;0;47;1;599;0;382;0;34;0;28;0;4;0;25;0;3;0;0;0;6;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;17;0;118;0;1;0;76;0;0;715;136;235;730;727;104;730;530;537;34;667;496;1;3;3;0;100;90;0;1359.45;115.47;913.8;1187.7;148.33;320.08;1359.45;115.47;2.48;39;10.6;167.55;1081.68;36.05;59.95;1.16;13.06;1191.9;913.8;0;61.55;12.33;0.3;0;0;0;0
45.72.09.109.174;1;40;40;0;0;1;0;7;4;1;21;0;2;1;0;2;0;1;0;34;1;0;1;4;0;40;2;38;128;106;0;15;12;0;82;64;0;69.01;8.86;13.8;73.95;6.95;0.22;1.01;1.11;9.29;55.5;6.31;2.1;0;0.75;64.66;33;2;2;46.16;0;2.1;0.8;0;0;0;0;0;118;0;79;0;28;0;0;0;0;0;52;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;29;0;52.15;58.72;0.05;0;0;0.01;0;1.62;0.51;0.54;0.61;0.25;0;0.3;0;0.11;0.43;0.28;0;0;0.04;0.02;0;0.01;0.28;0.12;0;0;0;0;0;3.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.35;0;136;0;30;0;103;0;1;0;15;0;42;0;22;0;12;0;8;0;0;0;3;0;637;0;3;0;46;0;26;0;0;0;291;0.7;0;0;0;0;31;0;12;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0.6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;16;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;0;0;40;11;17;40;40;34;40;38;32;8;38;34;0;5;1;0;18;11;0;73.75;6.82;46.16;68.81;8.86;13.8;73.75;6.82;0.22;0.99;1.09;9.12;55.48;6.3;2.1;0;0.75;64.63;46.16;0;2.1;0.8;0;0;0;0;0
45.72.09.109.280;1;447;430;17;0;48;2;109;97;34;99;3;6;11;9;16;9;2;2;421;3;10;3;10;69;378;220;227;1198;1151;0;7;4;0;725;636;0;537.62;72.27;117.87;583.22;56.43;0.66;6.8;3.37;67.26;492.86;5.93;15.48;0.2;1.49;515.96;291;41;1;393.58;0;16.18;1.4;0;0;0;0;0;1392;0;2200;950;39;0;0;0;0;0;596;0;0;0;240;0;0;0;0;0;0;8;1;4;1;0;2;2;0;0;0;0;0;6;0;0;0;0;0;1;100;0.9;328.25;481.85;2.03;0;0.08;0;0;10.41;1.47;3.15;2.3;6.18;0.04;0.4;3.05;0.05;5.23;0.64;0.08;0;1.63;0.28;0.02;0.18;6.51;0.09;0;0.43;0.07;0;0;0.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.89;0;973;0;401;0;902;0;23;0;353;0;568;0;114;0;24;0;20;0;31;0;77;0;32;0;8;0;674;0;67;0;0;0.02;2964;4.3;0;0;62;0;1205;0;2462;0;34;0;36;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;429;68;140;440;437;100;439;340;262;5;376;321;0;2;1;0;78;57;0;571.42;47.22;393.58;513.88;60.08;117.62;571.42;47.22;0.64;6.07;3.15;57.08;492.77;5.43;14.45;0.2;1.49;514.34;393.58;0;15.15;1.34;0;0;0;0;0
45.72.09.109.282;1;27;25;2;0;2;0;0;0;0;15;0;0;6;1;1;1;1;0;16;0;2;4;5;0;27;3;24;76;71;0;1;0;0;29;31;0;22.87;0;7.32;30.19;3.52;0.04;1.19;0;4.75;24.08;0.88;0.48;0;0;25.44;17;2;0;20.37;0;0.48;0;0;0;0;0;0;80;0;106;0;7;0;0;0;0;0;38;0;0;0;22;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;23;2.8;18.07;26.71;0;0;0;0;0;0.8;0.48;0.25;0.07;0.15;0;0;0.57;0.11;0.36;0.07;1.68;0.32;0;0;0;0;0.99;0;0;0.04;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0.02;0;0.02;0.01;0;0.04;0;0;0;0.08;0;0.04;0.02;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0;113;0;11;0;66;0;3;0;26;0;45;0;12;0;1;0;7;0;2;0;18;0;2;0;1;0;67;0;21;0;0;0;250;0.65;0;0;0;0;83;0;94;0;7;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;7;0;0;0;2;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;2;0;4;0;2;0;0;26;0;6;26;26;0;26;19;22;0;25;18;0;0;0;0;1;1;0;29.08;2.85;20.37;21.76;0;7.32;29.08;2.85;0.04;0.88;0;3.77;24.08;0.75;0.48;0;0;25.31;20.37;0;0.48;0;0;0;0;0;0
45.72.09.109.288;1;348;292;56;0;49;13;57;54;14;91;9;2;13;9;22;12;3;0;301;11;8;15;13;10;338;196;152;901;849;0;63;35;0;506;470;0;465.24;57.99;85.92;493.17;61.42;1.07;15.83;4.25;82.57;384.48;9.91;11.98;0.13;4.1;410.6;195;29;6;318.15;1;12.18;1.05;0;0;0;0;0;1076;0;1202;1750;81;0;0;0;0;0;510;0;7;0;162;0;0;0;0;0;0;0;3;5;2;1;5;5;0;0;0;2;1;8;0;1;0;0;0;0;2;0;354.49;396.16;0.9;0;0;0;0;8.17;1.39;7.56;0.37;1.85;0;7.02;0.5;0.94;1.35;0.18;0.38;0.5;2.34;1.3;0.01;0.08;5.64;1.35;0;0.43;0.05;0;0;0.3;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.88;0;940;0;256;0;594;0;27;0;151;0;375;0;59;0;18;0;6;0;34;0;7;0;7;0;4;0;284;0;74;0;0;0.1;1731;5.77;0;0;35;0;540;0;439;0;32;0;21;0;3;0;0;0;0;0;0;0;3;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;55;0;2;0;0;0;0;4.32;58;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;34;0;46;0;3;0;3;0;0;0;4;0;0;0;0;0;4;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;13;0;0;341;56;97;343;337;61;343;231;242;33;288;222;1;9;6;0;48;46;0;477.95;49.56;317.7;434.43;41.98;85.5;477.95;49.56;0.87;13.96;3.79;68.18;384.44;9.12;11.98;0.13;4.1;409.77;317.7;1;12.18;1.05;0;0;0;0;0
45.72.09.109.291;1;71;71;0;0;2;65;0;1;0;1;0;0;0;0;1;0;1;0;62;0;1;0;8;3;68;5;66;187;160;0;0;0;0;70;69;0;62.31;6;30.4;86.71;8.16;0;2.61;0.06;10.83;70.64;2.63;2.53;0;0.08;75.88;52;1;1;57.79;0;2.55;0;0;0;0;0;0;579;0;533;0;2;0;0;0;2;0;106;0;0;0;31;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4;0;60.54;72.71;2.7;0;0;0;0;1.18;0.05;0.29;1.23;0.13;0.11;0.02;0;0.27;1.53;1.21;0.23;0.1;0.49;0.2;0;0;1.02;0.01;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0;0;0.09;0.06;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.32;0;1069;0;22;0;197;0;3;0;28;0;65;0;10;0;1;0;9;0;7;0;10;0;9;0;3;0;192;0;12;0.03;0;0.36;85;1.98;0;0;0;0.23;312;0;79;0;9;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;2;0;30;0;12;0;9;0;2;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;34;0;0;0;0;0;0;71;1;23;71;71;3;71;61;59;1;67;52;0;0;0;0;2;2;0;85.82;7.67;57.79;61.42;6;30.4;85.82;7.67;0;2.48;0.05;10.2;70.5;2.51;2.53;0;0.08;75.62;57.79;0;2.55;0;0;0;0;0;0
45.72.09.109.292;1;305;287;18;0;31;9;83;19;12;108;3;1;18;8;6;6;0;1;126;0;20;44;115;4;301;102;203;757;730;0;11;10;0;303;410;0;239.97;17.71;32.45;254.71;28.86;0.56;6.49;2.99;38.9;202.87;2.63;6.27;0.8;3.24;215.81;181;6;2;151.56;0;6.27;0;0;0;0;0;0;1166;900;649;0;72;0;0;0;8;0;233;30;3;0;67;0;0;0;0;0;0;0;1;3;0;1;1;9;0;0;0;0;0;3;0;0;4;0;0;0;37;0.5;203.54;207.41;0.4;0;0;0;0;0.25;0.45;0.02;0.13;0.72;0.03;1.86;0;0;0.12;0.01;0.46;0.38;1.05;0.67;0;0.03;1.66;0;0;0.04;0;0;0;6;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.75;0;1427;0;212;0;674;0;89;0;303;0;416;0;85;0;35;0;3;0;6;0;24;0;15;0;2;0.02;540;0;42;0;0;0;1650;2.5;0;0;84;0.02;850;0.02;228;0;57;0;12;0;37;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1.92;12;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;31;0;29;0;17;0;0;0;0;0;8;0;0;0;0;0;0;0;603;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;9;0;4;0;4;0;4;0;40;0;5;0;22;0;0;291;18;70;305;305;65;305;189;116;6;212;183;0;0;1;0;23;15;0;245.7;21.6;151.56;228.53;14.86;32.03;245.7;21.6;0.5;5.47;2.61;30.18;202.87;2.43;6.18;0.8;3.24;215.52;151.56;0;6.18;0;0;0;0;0;0
45.72.09.109.325;1;417;399;18;0;8;36;79;38;28;93;52;28;23;15;9;6;2;0;375;0;2;17;23;29;388;296;121;1163;1087;0;16;5;0;452;417;0;480.21;69.94;45.11;455.38;39.58;0.71;23.74;1.06;65.09;364.67;9.13;15.29;0;1.2;390.29;255;22;3;291.79;0;15.36;1.36;0.4;0;0;0;0;2857;400;2351;985;13;0;0;0;0;0;537;0;0;0;152;0;0;0;0;0;0;0;0;15;3;10;2;3;0;0;0;0;0;14;1;9;0;0;0;0;39;0;308.28;373.3;4.74;0;0;0.16;0;4.86;2.42;3.61;0.72;1.14;0.02;2.09;0.19;0.02;1.27;0.12;0;0.02;0.44;0.18;0.01;0.04;3.26;0;0;0.07;0;0.11;0.01;3.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0;0.01;0.05;0;0.02;0;0;0;0;0;0.02;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.78;0;2440;0;239;0;729;0;65;0;344;0;267;0;101;0;40;0;32;0;113;0;58;0;17;0;4;0;380;0;37;0;0;0;2310;6.48;0;0;27;0.14;661;0.05;284;0.02;17;0;34;0;22;0;0;0;0;0;0;0;19;0;0;0;8;0;0;0;7;0;0;0;3;0;0;0;11;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2.64;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;30;0;32;0;0;0;0;0;16;0;1;0;0;0;5;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;9;0;32;0;8;0;20;0;0;406;67;68;406;406;13;406;275;225;6;328;264;0;1;0;0;27;21;0;444.04;32.56;291.79;465.51;66.58;45.11;444.04;32.56;0.7;20.92;0.98;55.16;364.64;8.38;14.66;0;1.2;388.88;291.79;0;14.73;1.36;0.4;0;0;0;0
45.72.09.109.401;1;98;96;2;0;2;21;12;11;7;15;0;10;8;6;5;0;0;1;73;0;0;22;3;4;94;76;22;239;222;0;1;1;0;113;108;0;158.96;0.8;37.55;195.71;4.91;0.02;3.13;1.36;9.42;176.69;2.25;5.42;0;1.93;186.29;65;7;4;166.12;0;5.42;0;0;0;0;0;0;429;0;352;0;89;0;0;0;0;0;222;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123.68;186.72;6.6;0;0;0;0;14.43;0.25;4.45;0;0;0;0.4;1.15;0;5.05;0;0;0;1.4;0.1;0;0;5.67;0;0;0;0;0;0;12.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.46;0;347;0;70;0;230;0;22;0;52;0;295;0;52;0;8;0;12;0;26;0;12;0;10;0;8;0;68;0;65;0;0;0.05;853;2.2;0;0;2;0;132;0;213;0;44;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;4;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;37;0;0;0;0;0;0;97;2;36;97;96;47;97;76;69;12;89;76;0;0;0;0;15;15;0;194.27;4.27;166.12;157.52;0.8;37.55;194.27;4.27;0;2.72;1.21;8.2;176.69;2.03;5.42;0;1.93;186.07;166.12;0;5.42;0;0;0;0;0;0
45.72.09.109.437;1;105;102;3;0;4;31;18;10;7;4;3;2;7;8;5;4;1;1;78;1;4;5;17;10;95;47;58;280;268;0;1;0;0;134;113;0;181.79;37.85;44.06;188;9;0.18;4.39;2.02;15.59;157.82;1.2;10.88;0.35;2.16;172.41;59;10;6;137.51;0;10.88;0;0;0;0;0;0;511;0;319;60;46;0;5;0;0;0;198;0;0;0;11;0;0;0;0;0;0;0;1;3;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0.81;110.97;170.62;3.7;0;0;0;0;10.45;1.05;1.85;0.01;0.51;0;1.43;4.18;0;3.51;0;0;0.1;1.41;0.13;0;0.03;5.29;1.1;0;0;0;0;0;13.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0.62;0;0;0;0;0;0;0;0;0;0.01;0;0;0.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.06;0;321;0;60;0;258;0;21;0;35;0;239;0;25;0;16;0;11;0;20;0;4;0;23;0;3;0;42;0;45;0;0;0.01;951;1.07;0;0;6;0;135;0;198;0;35;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;24;0;0;0;0;0;0;0.12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;9;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;5;0;6;0;0;0;0;0;0;105;10;42;105;105;32;105;76;28;3;80;74;0;0;0;0;31;26;0;185.14;7.53;137.51;167.28;26.2;44.06;185.14;7.53;0.18;3.31;1.77;12.79;157.82;1.14;10.88;0.35;2.16;172.35;137.51;0;10.88;0;0;0;0;0;0
