geocode;rmo;hh_sno;sex;sex2;sex3;edu;edu1;edu2;edu3;edu4;edu5;edu6;edu7;edu8;edu9;edu10;edu12;edu15;edu18;occ;occ2;occ3;occ4;occ5;hh_f;hh_f2;hh_a;hh_a2;c01m;c01f;c01h;c02m;c02f;c02h;c03m;c03f;c03h;c04;c05;c06;c07;c08;c09;c10;c11;c12;c13;c14;c15;c16;c17;c18;sf;mf;lf;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28h;c28f;c29h;c29f;c30h;c30f;c31h;c31f;c32h;c32f;c33h;c33f;c34h;c34f;c35h;c35f;c36h;c36f;c37h;c37f;c38h;c38f;c39;c40;c41a;c41b;c42a;c42b;c43a;c43b;c44a;c44b;c45a;c45b;c45c;c46a;c46b;c47a;c47b;c48;c49;t101;t102;t103;t104;t105;t112;t113;t114;t121;t122;t123;t124;t125;t127;t128;t129;t130;t131;t132;t134;t135;t157;t158;t159;t160;t161;t167;t169;t175;t176;t177;t179;t182;t185;t106;t107;t108;t109;t110;t111;t115;t116;t117;t118;t119;t120;t126;t133;t136;t137;t138;t139;t140;t141;t142;t143;t144;t145;t146;t147;t148;t149;t150;t151;t152;t153;t154;t155;t156;t162;t163;t164;t165;t166;t168;t170;t171;t172;t173;t174;t178;t180;t181;t183;t184;t186;t187;t188;t189;t190;t191;t192;t193;t194;t195;t196;t197;t198;t199;t200;t201;t202;t203;p501a;p501b;p502a;p502b;p503a;p503b;p504a;p504b;p505a;p505b;p506a;p506b;p507a;p507b;p508a;p508b;p510a;p510b;p511a;p511b;p512a;p512b;p521a;p521b;p522a;p522b;p523a;p523b;p524a;p524b;p538a;p538b;p539a;p539b;p546a;p546b;p548a;p548b;p549a;p549b;p550a;p550b;p551a;p551b;p572a;p572b;p509a;p509b;p513a;p513b;p514a;p514b;p515a;p515b;p516a;p516b;p517a;p517b;p518a;p518b;p519a;p519b;p520a;p520b;p525a;p525b;p526a;p526b;p527a;p527b;p528a;p528b;p529a;p529b;p530a;p530b;p531a;p531b;p532a;p532b;p533a;p533b;p534a;p534b;p535a;p535b;p536a;p536b;p537a;p537b;p540a;p540b;p541a;p541b;p542a;p542b;p543a;p543b;p544a;p544b;p545a;p545b;p547a;p547b;p552a;p552b;p553a;p553b;p554a;p554b;p555a;p555b;p556a;p556b;p557a;p557b;p559a;p559b;p560a;p560b;p561a;p561b;p562a;p562b;p563a;p563b;p564a;p564b;p565a;p565b;p566a;p566b;p567a;p567b;p568a;p568b;p569a;p569b;p570a;p570b;p571a;p571b;p573a;p573b;p574a;p574b;p575a;p575b;p577a;p577b;p579a;p579b;p580a;p580b;p581a;p581b;p582a;p582b;p584a;p584b;p585a;p585b;c04gtrhh;c05gtrhh;c06gtrhh;c07gtrhh;c08gtrhh;c11gtrhh;c12gtrhh;c13gtrhh;c14gtrhh;c17gtrhh;c18gtrhh;c19gtrhh;c20gtrhh;c02mfarm;c02ffarm;c02hfarm;c03mfarm;c03ffarm;c03hfarm;c07farm;c08farm;c19farm;c04smlf;c05smlf;c06smlf;c07smlf;c08smlf;c09smlf;c10smlf;c11smlf;c12smlf;c13smlf;c14smlf;c15smlf;c16smlf;c17smlf;c18smlf;c19smlf;c20smlf;c21smlf;c22smlf;c23smlf;c24smlf;c25smlf;c26smlf;c27smlf
45.72.74.713.191;1;205;189;16;0;27;2;4;1;0;38;14;2;65;4;37;2;8;1;115;1;21;4;64;2;203;54;151;547;505;0;4;3;0;264;256;0;500.07;17.7;25.55;507.92;28.45;0.55;19.93;5.25;54.18;426.09;6.85;19.65;0.1;1.05;453.74;82;26;10;385.84;0;19.65;0;0;0;0;0;0;894;201;832;560;208;0;92;0;75;0;512;0;0;0;135;0;0;0;0;0;0;0;2;3;3;4;2;1;0;0;0;0;0;2;1;0;0;0;0;0;2;5.05;141.35;264.9;0;0;0;0;0;5.55;0.1;0.2;0.01;0.12;0;0.2;0.55;0;0.1;0.55;0;0;0;0;0.05;0.05;0.02;0;0;0;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.52;4;763;0;143;0;413;0;87;0;322;1;316;0;43;0;51;0;25;0;29;0;32;0;4;0;15;0;405;0;31;0;0;0;260;0.25;0;0;12;0;114;0;502;0;31;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.08;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;190;18;33;191;191;23;191;115;14;5;122;92;0;0;0;0;65;64;0;496.05;19.53;385.84;485;14.5;25.55;496.05;19.53;0.55;17.58;5.05;42.71;426.09;6.85;19.25;0.1;1.05;453.34;385.84;0;19.25;0;0;0;0;0;0
45.72.74.713.257;1;285;270;15;0;48;21;15;7;2;79;7;4;23;11;37;16;9;6;115;2;26;59;83;10;275;73;212;724;700;0;5;4;0;128;95;0;257.83;53.05;82.52;287.3;23.16;1.44;11.31;1.39;37.3;237.06;2.73;8.07;0.2;1.94;250;147;16;4;194.54;0;8.32;0;0;0;0;0;0;441;550;300;220;91;0;0;0;0;0;304;0;0;0;55;0;0;0;0;0;0;0;6;5;1;9;2;17;0;0;77;0;26;4;1;0;0;0;0;4;17;0;103.06;231.65;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0.04;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.62;0;724;0;101;0;333;0;28;0;219;0;357;0;57;0;32;0;5;0;15;0;16;0;17;0;1;0;108;0;77;0;0;0;1267;0.96;0;0;19;0.02;186;0;866;0;5;0;23;0;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;41;101;282;281;36;282;168;41;15;177;149;0;0;0;0;20;17;0;280.09;17.76;194.54;242.59;44.95;82.45;280.09;17.76;1.3;10.13;1.11;30.3;237.06;2.71;7.88;0.2;1.94;249.79;194.54;0;8.13;0;0;0;0;0;0
45.72.74.713.258;1;27;24;3;0;12;2;3;0;1;4;0;1;0;2;1;1;0;0;14;0;2;1;10;1;26;11;16;65;67;0;1;0;0;33;37;0;32.79;6.6;4.86;31.05;2.96;0;0.12;0.96;4.04;24.54;0.57;1.72;0.07;0.11;27.01;19;2;0;21.15;0;1.72;0;0;0;0;0;0;105;700;156;0;12;0;0;0;0;0;59;0;0;0;28;0;0;0;0;0;0;0;1;1;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;7;12;1.2;8.35;25;0;0;0;0;0.05;0;0;0;0;0.1;0;0.2;0;0;0;0;0;0;0;0;0;0;0.02;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;114;0;12;0;33;0;4;0;25;0;39;0;7;0;1;0;0;0;0;0;0;0;2;0;0;0;14;0;1;0;0;0.05;135;0.32;0;0;0;0;42;0;81;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;10;11;27;27;14;27;20;16;3;21;19;0;0;0;0;2;2;0;30.44;2.45;21.15;32.24;6.6;4.8;30.44;2.45;0;0.12;0.96;3.53;24.54;0.56;1.63;0.07;0.11;26.91;21.15;0;1.63;0;0;0;0;0;0
45.72.74.713.293;1;150;139;11;0;70;0;6;2;0;25;1;7;15;4;13;6;0;1;102;12;5;20;11;1;149;80;70;373;367;0;10;5;0;135;24;0;54;0;16.08;70.08;10.91;0.24;0.75;0.2;12.1;55.69;1.19;1.1;0;0;57.98;77;0;0;32.62;0;1.1;0.66;0;0;0;0;0;591;0;336;340;60;0;4;0;9;0;173;0;1;0;103;0;0;0;0;0;0;0;2;2;0;13;0;0;0;0;0;0;0;3;0;0;0;0;0;1;2;0;58.66;27.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.13;0;408;0;52;0;220;0;8;0;70;0;171;0;28;0;16;0;5;0;26;0;12;0;10;0;2;0.01;85;0;33;0;0;0;738;0.18;0;0;22;0;183;1;349;0;7;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138;0;28;139;134;2;138;79;5;0;79;59;0;0;0;0;0;0;0;66.94;8.04;32.62;50.94;0;16;66.94;8.04;0.15;0.62;0.2;9.01;55.64;1.19;1.1;0;0;57.93;32.62;0;1.1;0.6;0;0;0;0;0
45.72.74.713.324;1;32;30;2;0;5;0;1;4;3;10;0;0;2;2;5;0;0;0;20;0;2;0;10;0;32;17;15;93;74;0;8;0;0;43;0;0;194.75;8.35;8.5;194.9;6.2;0.25;0;0.2;6.65;186.8;0;1.35;0;0.1;188.25;16;2;2;184.5;0;1.35;0;0;0;0;0;0;96;0;116;100;8;0;0;0;0;0;39;0;0;0;18;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;165.13;27.85;0;0;0;0;0;1.5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.3;0;177;0;5;0;111;0;0;0;7;0;75;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;39;0;5;0;0;0;550;0;0;0;0;0;88;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;11;6;31;31;4;31;20;0;1;20;19;0;0;0;0;7;0;0;192.95;4.25;184.5;192;7.55;8.5;192.95;4.25;0.25;0;0.2;4.7;186.8;0;1.35;0;0.1;188.25;184.5;0;1.35;0;0;0;0;0;0
45.72.74.713.365;1;133;125;8;0;39;7;10;2;1;57;3;2;2;1;5;1;2;1;59;1;12;8;53;3;130;34;99;321;326;0;17;18;0;192;195;0;92.94;9.3;13.8;97.44;13.23;0.2;3.23;1.8;18.46;68.65;3.38;4.4;0.4;2.15;78.98;51;5;3;25.15;0;4.4;0;0;0;0;0;0;324;0;266;0;0;0;0;0;0;0;145;0;0;0;41;0;0;0;0;0;0;0;0;2;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;12;0.6;42.92;49.55;0.1;0;0;0;0;0;0.05;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.15;0;343;0;30;0;159;0;13;0;74;0;140;0;9;0;6;0;1;0;2;0;0;0;4;0;0;0;38;0;14;0;0;0;708;1;0;0;3;0.1;281;0;133;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;20;22;133;133;27;133;59;36;18;68;18;0;1;1;0;13;15;0;92.44;8.84;25.15;86.69;7.95;13.7;92.44;8.84;0.1;3.1;1.7;13.74;68.65;3.35;4.15;0.4;2.15;78.7;25.15;0;4.15;0;0;0;0;0;0
45.72.74.713.429;1;323;287;36;0;139;1;10;12;5;81;2;5;23;15;16;4;8;2;79;1;12;38;193;1;322;53;270;742;736;0;86;80;0;471;470;0;200.64;4.6;29.75;225.79;29.61;2.13;5.51;2.71;39.96;164.69;6.97;7.37;0.05;6.75;185.83;145;10;1;9.6;0;7.37;0;0;0;0;0;0;978;580;685;140;94;0;0;0;0;0;274;0;0;0;84;2;8;1;0;0;0;0;5;4;0;0;8;3;0;0;0;0;0;2;0;0;0;0;0;1;13;0.1;118.17;150.32;0;0;0;0;0;0.25;0.39;0.31;0.05;0.57;0;0.39;0.45;0;0.37;0;0.05;0;0;0;0;0.41;0.45;0;0;0.05;0;0;0;1.1;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.95;0;1211;0;104;0;781;0;23;0;248;0;600;0;44;0;37;0;1;0;5;0;42;0;31;0;8;0;255;0;116;0;0;0;2366;1.47;0;0;54;0;737;0;1274;0;118;0;102;0;17;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7.8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;318;12;38;318;315;14;317;156;82;20;182;11;0;2;1;0;27;18;0;215.73;21.67;9.6;190.18;4.2;29.75;215.73;21.67;1.89;4.49;2.48;30.53;164.69;6.61;7.1;0.05;6.75;185.2;9.6;0;7.1;0;0;0;0;0;0
45.72.74.713.435;1;73;71;2;0;26;0;0;0;0;31;0;0;11;0;3;2;0;0;29;10;9;12;13;2;71;24;49;182;161;0;37;26;0;59;61;0;31.96;0.1;1.5;33.36;8.5;1.3;1.74;0.35;11.89;18.92;0.45;1.7;0.1;0.3;21.47;14;2;0;16.31;0;1.7;0;0;0;0;0;0;98;0;57;500;28;0;0;0;0;0;71;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;20.91;22.46;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;135;0;19;0;67;0;5;0;21;0;69;0;2;0;4;0;0;0;0;0;1;0;0;0;0;0;10;0;6;0;0;0;69;0.3;0;0;1;0;24;0;20;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;1;2;73;73;3;73;16;3;1;16;13;0;1;0;0;1;1;0;24.97;2.15;16.31;23.47;0;1.5;24.97;2.15;0.2;0.9;0.25;3.5;18.92;0.45;1.7;0.1;0.3;21.47;16.31;0;1.7;0;0;0;0;0;0
45.72.74.713.439;1;180;166;14;0;11;1;13;10;11;16;16;20;12;4;38;17;4;7;3;9;16;7;145;20;160;9;171;252;229;0;0;0;0;14;2;0;533.84;23.82;190.94;700.96;28.17;1.4;12.86;7.67;50.1;601.39;5.06;14.83;2.03;27.55;650.86;0;180;0;355.08;0;16.14;4.13;3;0;0;0;0;1113;0;682;0;120;0;0;0;3;0;516;0;3;0;36;0;0;0;0;0;0;0;11;8;31;4;9;36;0;0;0;2;2;15;0;0;2;0;0;41;128;0;166.77;588.28;3.72;0.12;0.5;0.02;0.05;7.34;2.23;1.84;0.7;3.24;0.02;1.07;0.78;0.02;0.63;1.43;0.25;0.13;2.46;2.05;0.08;0.37;7.24;6.46;0.13;0.29;0;0;0.02;5.18;0.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.18;0;516;0;188;0.62;374;0;43;0;335;0;263;0;114;0;13;0;12;0;13;0;22;0;12;0;9;0;157;0;34;0;0;0.05;560;0.3;0;0;21;0;245;0.1;94;0;8;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.56;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;21;92;180;180;68;180;180;20;100;180;153;0;0;0;0;14;2;0;700.96;28.17;355.08;533.84;23.82;190.94;700.96;28.17;1.4;12.86;7.67;50.1;601.39;5.06;14.83;2.03;27.55;650.86;355.08;0;16.14;4.13;3;0;0;0;0
45.72.74.713.449;1;148;143;5;0;52;0;9;13;1;34;1;2;7;6;14;0;9;0;63;0;6;21;58;3;145;79;69;374;364;0;50;33;0;137;153;0;124.23;35.02;19.58;108.79;16.96;0;0;0;16.96;91.71;0.12;0;0;0;91.83;85;6;0;72.06;0;0;0;0;0;0;0;0;358;0;252;0;52;0;0;0;0;0;158;0;0;0;63;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;2;4;0;88.86;132.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45;0.12;439;0;39;0;261;0;10;0;90;0;167;0;33;0;9;0;1;0;2;0;8;0;8;0;0;0;90;0;14;0;0;0;689;0;0;0;17;0;110;0;148;0;15;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;24;41;148;148;0;148;91;1;0;91;88;0;1;3;0;5;4;0;104.93;13.1;72.06;119.72;34.37;19.58;104.93;13.1;0;0;0;13.1;91.71;0.12;0;0;0;91.83;72.06;0;0;0;0;0;0;0;0
45.72.74.713.541;1;663;622;41;0;281;4;69;25;10;135;2;7;29;35;38;9;15;4;316;13;27;39;268;24;639;248;415;1617;1517;2;152;121;0;869;855;2;677.89;99.68;104.75;682.96;66.93;1.36;7.73;6.99;83.01;573.92;4.31;12.06;0.05;9.61;599.95;410;20;5;282.96;1;12.68;4.5;0;0.27;0;0;0;1801;500;1821;150;153;0;0;0;15;0;829;0;0;0;259;0;8;0;0;0;0;0;2;7;3;1;2;24;0;0;0;0;0;8;0;1;0;0;0;5;48;2.8;317.42;483.07;0;0;0;0;0;0.4;0.2;0.15;0;0.4;0;0.62;0.05;0;0.35;0;0;0;0.05;0.07;0;0.1;0.15;0.05;0;0;0;0;0.2;5.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.9;0.05;2043;0;224;0;837;0;76;0;274;0;684;0;124;0;30;0;31;0;25;0;28;0;28;0;3;0;297;0;133;0;0;0;4255;0.3;0;0;24;0;494;0.15;1674;0;11;0;11;0;8;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;5;0;0;0;5;0;0;0;0;0;0;4.32;9;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;607;150;163;613;607;39;607;434;41;32;441;345;1;16;11;0;73;60;0;669.15;53.91;282.76;658.27;93.67;104.55;669.15;53.91;1.26;7.22;6.99;69.38;573.92;4.31;11.88;0.05;9.61;599.77;282.76;1;12.5;4.5;0;0.27;0;0;0
45.72.74.713.576;1;211;202;9;0;60;11;8;21;10;69;6;9;1;10;4;1;1;0;128;2;0;5;76;16;195;49;162;456;439;1;43;48;0;293;315;0;132.45;15.9;29.13;145.68;15.71;0.05;0.2;0.12;16.08;118.9;4.85;5.8;0;0.05;129.6;113;7;0;1.5;0;6.6;0;0;0;0;0;0;480;0;480;580;8;0;0;0;0;0;221;0;1;0;44;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;129.51;118.6;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.05;0.1;0;0;0;0;0;0;0;0.05;0;0.05;0.05;0;0;0;2.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.75;0;667;0;107;0;293;0;31;0;154;0;193;0;68;0;12;0;6;0;10;0;11;0;5;0;1;0;144;0;53;0;0;0;970;0.3;0;0;3;0.1;312;0.1;218;0;4;0;3;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;29;56;188;187;1;187;119;18;1;125;3;0;0;2;0;20;19;0;141.44;11.74;1.5;127.41;15.1;29.13;141.44;11.74;0.05;0.2;0;11.99;118.9;4.85;5.65;0;0.05;129.45;1.5;0;6.45;0;0;0;0;0;0
45.72.74.713.642;1;408;399;9;0;138;3;12;6;6;87;11;7;45;12;45;6;20;10;197;1;49;39;122;5;403;95;313;1010;959;0;11;8;0;168;173;0;369.02;50.28;49.08;367.82;44.31;1.73;30.75;2.95;79.74;250.85;11.51;12.47;0;13.25;288.08;227;17;3;56.61;0.9;12.99;0.1;0.4;0;0;0;0;837;0;565;700;195;70;0;0;0;0;509;0;0;0;110;0;0;0;0;0;0;0;2;6;0;48;0;9;0;0;0;0;0;1;0;0;0;0;0;1;25;3;272.53;205.91;0;0;0;0;0;0.14;0.12;0.02;0;0.1;0;0.12;0.65;0.1;0.22;0.27;0;0;0;0.05;0;0.07;0.19;0.3;0;0;0.05;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.43;0;983;0;122;0;860;0;50;0.02;267;0;390;0;103;0;39;0;24;0;9;0;31;0;19;0;6;0;232;0;75;0;0;0.1;4113;0.7;0;0;5;0;216;0;665;0;11;0;41;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;7.08;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;395;63;78;395;395;6;395;241;78;27;258;42;1;2;0;0;20;16;0;353.81;35.29;56.61;348.61;43.88;49.08;353.81;35.29;1.55;26.64;2.85;66.33;250.85;11.48;11.9;0;13.25;287.48;56.61;0.9;12.42;0.1;0.4;0;0;0;0
